item_id,name,class,subclass
32194,Espinela carmesí delicada,Gema,Agilidad
163058,Anguila de fondo marino en gelatina,Consumible,Comida y bebida
197858,Tripaescama a la sal,Consumible,Comida y bebida
222422,Aleación cargada,Habilidad comercial,Metal y piedra
20878,Ídolo de Renacer,Misión,Misión
194566,Misiva dracónica de la llama febril,Habilidad comercial,Componentes opcionales
200786,Costilla de anchapezuña veteada,Consumible,Explosivos y dispositivos
225242,Modificación reacondicionada: desplazador interplanar,Gema,Otros
41602,Hilo de hechizo luminoso,Mejora de objetos,Piernas
208746,Talismán de cuidasueños,Habilidad comercial,Componentes opcionales
74706,Encantar pechera: armadura excelente,Mejora de objetos,Torso
140342,Costillitas magras de Mok'Nathal,Consumible,Comida y bebida
138294,Brisa marina,Consumible,Comida y bebida
39666,Elixir de agilidad poderosa,Consumible,Elixires
56054,,,
19234,Seis de Bestias,Habilidad comercial,Inscripción
21562,Cohete amarillo pequeño,Miscelánea,Vacaciones
5466,Aguijón de escórpido,Habilidad comercial,Cocina
163638,Hacienda Corlain de 12 años,Consumible,Comida y bebida
111438,Salchichas de uñagrieta,Consumible,Comida y bebida
197722,Ampolla aireada de manos rápidas,Consumible,Frascos y ampollas
152506,Musgo estelar,Habilidad comercial,Hierbas
108354,Pétalo de lirio atigrado,Habilidad comercial,Hierbas
40130,Piedra de terror cambiante,Gema,Varias estadísticas
38954,Encantar escudo: esquivar,Mejora de objetos,Escudo/Mano izquierda
174890,Contrato de lanceros Ramkahen veteranos,Miscelánea,Otros
147870,Fragmento dimensional extraño,Miscelánea,Chatarra
34762,Pez escorpión a la brasa,Consumible,Comida y bebida
115526,Recristalizador de taladita,Habilidad comercial,Otros
223770,Encantar arma: Autoridad de tormentas,Mejora de objetos,Arma
40070,Elixir de poder con hechizos,Consumible,Elixires
213766,Cristal de energía ominoso,Habilidad comercial,Componentes de finalización
184690,Festín extralujoso de la Luna Negra,Consumible,Comida y bebida
36814,Engranaje pasado de rosca,Miscelánea,Chatarra
127846,Poción de torrente Ley,Consumible,Pociones
79102,Semillas de repollo verde,Consumible,Otros
108306,Pepita de mena de saronita,Habilidad comercial,Metal y piedra
199938,Encantar brazal: devoción de parasitar,Mejora de objetos,Muñecas
62002,Siete de Piedras,Habilidad comercial,Inscripción
203762,Glifo de la guja elegida,Glifo,Cazador de demonios
38930,Encantar pechera: armadura sublime,Mejora de objetos,Torso
20862,Escarabajo de cristal,Misión,Misión
222702,Brocheta de filete,Consumible,Comida y bebida
24274,Hilo de hechizo rúnico,Mejora de objetos,Piernas
169946,Caramelo marino,Consumible,Comida y bebida
23386,Polvo de maná condensado,Consumible,Otros
42942,Manta raya al horno,Consumible,Comida y bebida
192918,Alexstraszita artesanal,Gema,Otros
193954,Paño para pulir vibrante,Habilidad comercial,Componentes de finalización
198290,Modificación: torreta de alarma,Gema,Otros
6150,Un nudo deshilachado,Miscelánea,Chatarra
213214,Cesta de lavajuncos,Miscelánea,Chatarra
32718,Escama de Vakkiz,Misión,Misión
186522,Contrato: Avance de la Muerte,Consumible,Otros
68358,Topacio de ascuas rutilante,Gema,Varias estadísticas
76130,Ópalo tigre,Habilidad comercial,Joyería
39774,Tinta de medianoche,Habilidad comercial,Inscripción
12434,E'ko Orvallo,Misión,Misión
3478,Piedra de pulir burda,Habilidad comercial,Metal y piedra
163782,Anca maldita,Habilidad comercial,Cocina
141910,Encantar collar: Marca de la sacerdotisa anciana,Mejora de objetos,Cuello
199954,Encantar anillo: devoción de celeridad,Mejora de objetos,Dedo
5114,Garfa cortada,Miscelánea,Chatarra
44262,Tres de Prismas,Habilidad comercial,Inscripción
8154,Escama de escórpido,Habilidad comercial,Cuero
180318,Poción de maná emotiva,Consumible,Pociones
192858,Malygita,Habilidad comercial,Joyería
38786,Encantar botas: agilidad menor,Mejora de objetos,Pies
52163,Alicita fracturada perfecta,Gema,Maestría
38931,Encantar guantes: detonación,Mejora de objetos,Manos
208187,Conducto verdeante,Habilidad comercial,Componentes opcionales
219891,Pellejo cubierto de esporas,Habilidad comercial,Cuero
213499,Ónice magistral,Gema,Maestría
198503,Contrato: Consorcio de Artesanía,Consumible,Otros
222663,As de Resplandor,Habilidad comercial,Inscripción
19223,Perrito de la Luna Negra,Consumible,Comida y bebida
139271,Glifo de Caparazón helado,Glifo,Caballero de la Muerte
60391,Ectoplasma pringoso,Miscelánea,Chatarra
62667,Pezfango con salsa de champiñones,Consumible,Comida y bebida
163639,Tonel único de Arathor,Consumible,Comida y bebida
52131,Jaspe enjundioso perfecto,Gema,Varias estadísticas
192695,Mandíbula fundida,Miscelánea,Chatarra
127847,Frasco del pacto murmurado,Consumible,Frascos y ampollas
7307,Gusano carnívoro,Consumible,Otros
112291,Cuatro de Guerras,Habilidad comercial,Inscripción
180059,Reliquia del pasado IV,Habilidad comercial,Componentes opcionales
171291,Gloria creciente molida,Habilidad comercial,Hierbas
45907,Pargo escamahueso mordisqueado,Miscelánea,Chatarra
1707,Brie de Ventormenta,Consumible,Comida y bebida
169139,Fabricador de redes atascado,Miscelánea,Chatarra
163151,Cántaro reciclado,Consumible,Comida y bebida
197783,Bandeja de marisco aromático,Consumible,Comida y bebida
194855,Tinta bruñida,Habilidad comercial,Inscripción
179279,Jarra de licor de tuica,Consumible,Comida y bebida
212239,Poción de maná algariana,Consumible,Pociones
212307,Ampolla de ingenio concentrado,Consumible,Frascos y ampollas
187887,Marca del murciélago aterrador acechapenumbra,Miscelánea,Otros
76695,Rubí primordial ostentoso,Gema,Otros
16167,Obsequio versicolor,Consumible,Comida y bebida
204823,Bomba de polaridad,Consumible,Explosivos y dispositivos
52167,Alicita sutil perfecta,Gema,Otros
200851,Bonsai autopodante,Consumible,Explosivos y dispositivos
62451,Garfa latente,Miscelánea,Chatarra
227331,Delicia de los santos,Consumible,Comida y bebida
92663,Contrato de guardia: Avanzada,Consumible,Otros
38859,Encantar capa: defensa excelente,Mejora de objetos,Capa
32839,Caldera de Protección contra lo Arcano sublime,Consumible,Otros
198507,Contrato: Expedición Dragontina,Consumible,Otros
43127,Tinta de avalancha,Habilidad comercial,Inscripción
38975,Encantar pechera: armadura excepcional,Mejora de objetos,Torso
74711,Encantar capa: protección superior,Mejora de objetos,Capa
158759,Glándula sangrienta,Miscelánea,Chatarra
154127,Ojobúho rápido,Gema,Celeridad
158839,Tenaza de cangrejo gruesa,Miscelánea,Chatarra
153611,Seis de Mareas,Habilidad comercial,Inscripción
195455,Queso de argalí,Consumible,Comida y bebida
193935,Rollo de cronotela,Habilidad comercial,Tela
22527,Núcleo de elementos,Miscelánea,Chatarra
197755,Alfazaque de lava,Habilidad comercial,Cocina
29563,Garra de dragón,Miscelánea,Chatarra
41483,Citrino enorme de Campeón perfecto,Gema,Varias estadísticas
13927,Vigorpez lustroso cocido,Consumible,Comida y bebida
41395,Diamante de asedio de tierra vigorizante,Gema,Otros
44147,Cinco de Magos,Habilidad comercial,Inscripción
38875,Encantar arma 2M: intelecto sublime,Mejora de objetos,Arma de dos manos
213479,Esmeralda mortal,Gema,Varias estadísticas
199991,Encantar capa: parasitar regenerador,Mejora de objetos,Capa
163103,Grog oficial del almirantazgo,Consumible,Comida y bebida
225422,Las verdes colinas de Tuercespina: Página 10,Misión,Misión
192978,Nozdiorita firme,Gema,Otros
192722,Bigotes espléndidos,Miscelánea,Chatarra
60394,Muela rígida,Miscelánea,Chatarra
52758,Encantar pechera: armadura poderosa,Mejora de objetos,Torso
76690,Amatista imperial del defensor,Gema,Varias estadísticas
220274,Martillo astillado,Miscelánea,Chatarra
227322,Zarzaparrilla santificada,Consumible,Comida y bebida
49626,Escama de pez abollada,Miscelánea,Chatarra
193214,Escamas de adamantita,Habilidad comercial,Cuero
38998,Encantar arma: escarcha letal,Mejora de objetos,Arma
171346,Cartas de la ciudad,Miscelánea,Chatarra
224338,Encantamiento alegre - Nocheterna,Consumible,Otros
198238,Equipo meticulosamente ajustado,Habilidad comercial,Componentes opcionales
212766,Fragmento de ánfora,Miscelánea,Chatarra
197766,Cono de granizado,Consumible,Comida y bebida
43386,Glifo de Lobo espectral,Glifo,Chamán
192850,Ámbar de eternidad,Habilidad comercial,Joyería
62654,Filete de lavesco,Consumible,Comida y bebida
219506,Banda de armadura temblorosa,Habilidad comercial,Componentes opcionales
2290,Pergamino de intelecto II,Consumible,Otros
44774,Espina perforahielo,Miscelánea,Chatarra
3826,Elixir de sangre de trol sublime,Consumible,Elixires
42998,Filete de calamar,Consumible,Comida y bebida
237334,Pedido a medio comer,Consumible,Otros
28362,Rubí ornamentado delicado,Gema,Agilidad
76530,Ópalo tigre pulido,Gema,Varias estadísticas
9206,Elixir de gigantes,Consumible,Elixires
41446,Cristal de sol rápido perfecto,Gema,Celeridad
43478,Festín gigante,Consumible,Comida y bebida
111450,Estofado escarchado,Consumible,Comida y bebida
28458,Turmalina intensa,Gema,Fuerza
39002,Encantar pechera: esquivar superior,Mejora de objetos,Torso
111650,Vagador mermaquija pequeño,Habilidad comercial,Cocina
182122,Vermut de madera de Arden,Consumible,Comida y bebida
178550,Trufa tenebrosa,Consumible,Comida y bebida
41334,Diamante de asedio de tierra,Habilidad comercial,Joyería
153510,Repositorio interdimensional de compañeros,Consumible,Explosivos y dispositivos
194826,Runa chirriante,Consumible,Otros
54746,Botella de grog,Misión,Misión
185910,Farol estelar,Consumible,Otros
13366,Juguete ingenioso,Miscelánea,Chatarra
200566,Misiva dracónica de ingenio,Habilidad comercial,Componentes opcionales
219890,Pellejo cubierto de esporas,Habilidad comercial,Cuero
128650,"Disfraz de ""Munchkin feliz""",Miscelánea,Otros
194862,Pino retorcido con runas,Habilidad comercial,Inscripción
213026,Brocha dracónida enorme,Miscelánea,Chatarra
11022,Paquete de semillas Tharlendris,Misión,Misión
222714,Bocaditos cítricos,Consumible,Comida y bebida
159786,Encantar arma: Navegación rápida,Mejora de objetos,Arma
43542,Glifo carbonizado,Miscelánea,Chatarra
38926,Encantar arma: oleada de hechizos,Mejora de objetos,Arma
40134,Piedra de terror purificada,Gema,Varias estadísticas
45194,Sedal enredado,Miscelánea,Chatarra
128738,Siete de Fuego Infernal,Habilidad comercial,Inscripción
35562,Costillar de oso,Habilidad comercial,Cocina
172358,Encantar anillo: trato de celeridad,Mejora de objetos,Dedo
197762,Sopa de almejas agridulce,Consumible,Comida y bebida
192914,Ámbar de eternidad sólido,Gema,Otros
38910,Encantar botas: Pies de plomo,Mejora de objetos,Pies
79238,Cola de crocolisco enorme,Misión,Misión
4586,Piel de raptor lisa,Miscelánea,Chatarra
220238,Colmillos cortantes,Miscelánea,Chatarra
71822,Peridoto élfico brumoso,Gema,Varias estadísticas
3666,Pastel de araña pegajosa,Consumible,Comida y bebida
105702,Brebaje relámpago,Consumible,Comida y bebida
92058,Combustible de portal: Santuario de las Dos Lunas,Consumible,Otros
173362,Escama lustrosa,Miscelánea,Chatarra
200018,Encantar botas: brisa de correllanuras,Mejora de objetos,Pies
49602,Té Earl Black,Consumible,Comida y bebida
155814,Cerdo procesado Timmy Gene,Consumible,Otros
158746,Bandera blanca ajada,Miscelánea,Chatarra
1082,Estofado Crestagrana,Consumible,Comida y bebida
108350,Tallo de vid pesadilla,Habilidad comercial,Hierbas
199995,Encantar anillo: devoción de golpe crítico,Mejora de objetos,Dedo
41475,Jade oscuro de relámpagos perfecto,Gema,Varias estadísticas
128739,Seis de Fuego Infernal,Habilidad comercial,Inscripción
4787,Brea ardiente,Miscelánea,Chatarra
213203,Gorro para dormir de terciopelo,Miscelánea,Chatarra
188947,Palma constelada,Miscelánea,Chatarra
97619,Hoja de té verde rasgada,Habilidad comercial,Hierbas
128735,Dos de Dominio,Habilidad comercial,Inscripción
38919,Encantar arma 2M: salvajismo,Mejora de objetos,Arma de dos manos
207039,Poción de sueños fulminantes,Consumible,Pociones
178175,Savia viscosa,Miscelánea,Chatarra
71871,Espinela de sombras intemporal,Gema,Varias estadísticas
62523,Garfa corrupta de Vacío,Miscelánea,Chatarra
198307,Talla única,Habilidad comercial,Componentes opcionales
40919,Glifo de La orca,Miscelánea,Otros
76599,Ópalo tigre de Campeón perfecto,Gema,Varias estadísticas
222583,Misiva algariana de la llama febril,Habilidad comercial,Componentes opcionales
44619,Copa de gran vino tinto de Dalaran,Consumible,Comida y bebida
86599,Punta de escudo de hierro fantasma,Mejora de objetos,Escudo/Mano izquierda
183207,Recuerdo del Primer Conflicto,Miscelánea,Chatarra
161383,Nigiri de jacundá,Consumible,Comida y bebida
217167,Cáliz costroso,Miscelánea,Otros
204235,Pastel de frutas kaldorei,Consumible,Comida y bebida
176859,Caparazón templado,Miscelánea,Chatarra
71847,Coral de lava de Campeón,Gema,Varias estadísticas
83763,Armadura para pierna de escamas de hierro,Mejora de objetos,Piernas
40047,Topacio monarca temerario,Gema,Varias estadísticas
11387,Corazón de basilisco,Miscelánea,Chatarra
76651,Jade salvaje energizado,Gema,Varias estadísticas
213475,Zafiro versátil,Gema,Versatilidad
22827,Elixir de poder de Escarcha sublime,Consumible,Elixires
212563,Horticultura armoniosa,Habilidad comercial,Otros
63327,Esponja de escamas,Miscelánea,Chatarra
62271,Escama maltrecha,Miscelánea,Chatarra
213043,Cuero djaradin frágil,Miscelánea,Chatarra
89679,Pistacita de asesino perfecta,Gema,Varias estadísticas
193391,Colmillo desgastado por el tiempo,Miscelánea,Chatarra
45882,Joya de tormenta luminosa,Gema,Intelecto
38706,Intestinos y cerebros,Consumible,Comida y bebida
61998,Tres de Piedras,Habilidad comercial,Inscripción
42546,Juego de inyección de maná,Consumible,Explosivos y dispositivos
1478,Pergamino de protección II,Consumible,Otros
46378,Frasco de mojo puro,Consumible,Frascos y ampollas
187634,Celosía de ambistano,Miscelánea,Chatarra
52762,Encantar escudo: maestría,Mejora de objetos,Escudo/Mano izquierda
38918,Encantar arma: intelecto sublime,Mejora de objetos,Arma
52754,Encantar escudo: protección,Mejora de objetos,Escudo/Mano izquierda
3010,Arena fina,Miscelánea,Chatarra
52246,Zafiro oceánico tormentoso,Gema,Otros
153438,Encantar anillo: Sello de golpe crítico,Mejora de objetos,Dedo
118902,Diario de minería deteriorado,Miscelánea,Chatarra
79538,Glifo de los cielos,Glifo,Sacerdote
41594,Velo lunar,Habilidad comercial,Tela
226030,Sigilo de la Luna Negra: Simbiosis,Habilidad comercial,Componentes opcionales
38466,Chupito de Sulfuron,Consumible,Comida y bebida
199958,Encantar anillo: pliego de celeridad,Mejora de objetos,Dedo
76086,Frasco de hojas otoñales,Consumible,Frascos y ampollas
159874,Queso ácido de Tiragarde,Consumible,Comida y bebida
58090,Poción terránea,Consumible,Pociones
108338,Hoja de gromsanguina,Habilidad comercial,Hierbas
52298,Diamante de espíritu de las Sombras destructor,Gema,Otros
223758,Encantar arma: Astucia del consejo,Mejora de objetos,Arma
225802,Aguja de zurcir desgastada,Miscelánea,Chatarra
191386,Poción de maná aireada,Consumible,Pociones
43086,Zumo de manzana fresco,Consumible,Comida y bebida
116810,"Traje de ""Alquimista loco""",Miscelánea,Vacaciones
133578,Festín suculento,Consumible,Comida y bebida
23114,Draenita dorada lisa,Gema,Golpe crítico
232378,Pollo frito a la antigua usanza de Jenkins,Consumible,Comida y bebida
23826,La más grande,Consumible,Explosivos y dispositivos
5506,Ojo acechador redondo,Miscelánea,Chatarra
133590,Mantequilla de almizco,Habilidad comercial,Cocina
184346,Champortal húmedo,Consumible,Otros
36918,Rubí escarlata,Habilidad comercial,Joyería
40202,Costillar pardo abrasador,Consumible,Comida y bebida
139438,Glifo de Enemigos de las Sombras,Glifo,Cazador de demonios
194694,Filete de cornisapo aderezado,Consumible,Comida y bebida
28470,Ámbar sutil,Gema,Otros
41398,Diamante de asedio de tierra incansable,Gema,Otros
169662,Gota de constelación,Consumible,Comida y bebida
41478,Jade oscuro radiante perfecto,Gema,Varias estadísticas
194850,Tinta floreciente,Habilidad comercial,Inscripción
32226,Esmeralda de espuma marina dentada,Gema,Varias estadísticas
33782,Talasita firme,Gema,Varias estadísticas
224366,Encantamiento alegre - Trol,Consumible,Otros
21546,Elixir de poder de Fuego superior,Consumible,Elixires
22846,Poción de Protección contra las Sombras sublime,Consumible,Pociones
128846,Tiramisú,Consumible,Comida y bebida
213366,Tira de cubrecabezas niffen,Miscelánea,Chatarra
38914,Encantar capa: armadura sublime,Mejora de objetos,Capa
141210,Sidra de pera nocturna caliente,Consumible,Comida y bebida
32722,Zumo de teropiña enriquecido,Consumible,Comida y bebida
22574,Mota de fuego,Habilidad comercial,Elemental
39526,Triturador de coral,Habilidad comercial,Cocina
201194,Tiza de mano de piedra pómez,Miscelánea,Chatarra
168654,Frasco de la resaca superior,Consumible,Frascos y ampollas
221922,Engranaje ajustable,Habilidad comercial,Componentes opcionales
227298,Tarta humilde,Consumible,Comida y bebida
153714,Rubelita natatoria,Gema,Otros
224174,Concentrado de concentración,Habilidad comercial,Componentes de finalización
178178,Corteza quebradiza,Miscelánea,Chatarra
52122,Jaspe penetrante,Gema,Golpe crítico
3386,Poción de curación,Consumible,Pociones
113290,Fruta de cumbrevid,Consumible,Comida y bebida
8146,Garra maligna,Miscelánea,Chatarra
186726,Caramelo de roca porosa,Consumible,Comida y bebida
227770,Surtido de girocalesas,Habilidad comercial,Piezas
219006,Cebo de buscapescadores rugiente,Consumible,Otros
83094,Cerveza tostada de Foote,Consumible,Comida y bebida
93706,Alejandrita liviana,Gema,Varias estadísticas
200938,Prisión de almas vacía,Consumible,Otros
198202,Fusibles de seguridad surtidos,Habilidad comercial,Piezas
24066,Talasita radiante,Gema,Varias estadísticas
7098,Colmillo astillado,Miscelánea,Chatarra
200846,Flechas sin plumas,Consumible,Explosivos y dispositivos
39934,Cristal de sombras soberano,Gema,Varias estadísticas
173086,Ocho de Reposo,Habilidad comercial,Inscripción
13458,Poción de Protección contra la Naturaleza superior,Consumible,Pociones
52190,Rubí inferno,Habilidad comercial,Joyería
158770,Hueva gelatinosa,Miscelánea,Chatarra
147774,Trozo de carne misteriosa,Consumible,Comida y bebida
15870,Llave esqueleto dorada,Consumible,Otros
187850,Abrillantador para armadura preservador,Habilidad comercial,Componentes opcionales
80591,Semillas de cebolleta,Consumible,Otros
76607,Ópalo tigre refinado perfecto,Gema,Varias estadísticas
162563,Melón de duna suculento,Consumible,Comida y bebida
52779,Encantar pechera: estadísticas incomparables,Mejora de objetos,Torso
20435,Sello de señalización: piedra,Misión,Misión
174283,Estofado estigio,Consumible,Comida y bebida
192899,Garra,Habilidad comercial,Componentes de finalización
38851,Encantar guantes: celeridad menor,Mejora de objetos,Manos
23355,Carne de jabinferno tóxica,Miscelánea,Chatarra
197779,Filete de colmillos,Consumible,Comida y bebida
3111,Hacha arrojadiza rudimentaria rota,Miscelánea,Chatarra
44315,Pergamino de regreso III,Consumible,Otros
34207,Refuerzos de guantes,Mejora de objetos,Manos
41339,Diamante de llama celeste presto,Gema,Otros
67323,Kezanita,Miscelánea,Chatarra
34843,Diente de tiburón gigante,Miscelánea,Chatarra
128979,Leyenda no escrita,Consumible,Otros
236959,Poción misteriosa vacía,Consumible,Otros
62671,Cabeza de sabiola cortada,Consumible,Comida y bebida
163155,Disparo de cañón,Consumible,Comida y bebida
52115,Grosularia adepta,Gema,Varias estadísticas
224343,Encantamiento alegre - No-muerto,Consumible,Otros
107603,Colmillo erosionado,Miscelánea,Chatarra
192619,Aleta de cola impresionante,Miscelánea,Chatarra
39979,Cristal de sombras purificado,Gema,Varias estadísticas
41451,Cristal de sombras del defensor perfecto,Gema,Varias estadísticas
62663,Sopa minestrone de lavesco,Consumible,Comida y bebida
128995,Runa vantus: Anomalía cronomática,Consumible,Runas vantus
136555,Raciones normales,Consumible,Comida y bebida
108355,Pedúnculo de flor exánime,Habilidad comercial,Hierbas
213035,Pincel dracthyr costroso,Miscelánea,Chatarra
81923,Cobo Cola,Consumible,Comida y bebida
64395,Palo rúnico vrykul,Habilidad comercial,Otros
213263,,,
158867,Pico puntaguja,Miscelánea,Chatarra
8343,Hilo de seda grueso,Habilidad comercial,Tela
52783,Encantar guantes: fuerza poderosa,Mejora de objetos,Manos
139783,Reliquia deteriorada,Miscelánea,Otros
168791,Rocas brillantes,Miscelánea,Chatarra
25463,Par de colmillos de marfil,Misión,Misión
11415,Bayas variadas,Consumible,Comida y bebida
59595,Buscamenazas R19,Consumible,Explosivos y dispositivos
213511,Ámbar versátil,Gema,Varias estadísticas
44947,Encantar brazales: aguante sublime,Mejora de objetos,Muñecas
169675,Vejiga llena de pintura naranja,Consumible,Otros
35707,Talasita regia,Gema,Varias estadísticas
74707,Encantar pechera: versatilidad poderosa,Mejora de objetos,Torso
45087,Orbe rúnico,Habilidad comercial,Otros
71863,Espinela de sombras de precisión,Gema,Varias estadísticas
162551,Zumo de Jani,Consumible,Comida y bebida
32599,Frasco inestable del bandido,Consumible,Frascos y ampollas
22831,Elixir de agilidad sublime,Consumible,Elixires
222731,Provisiones de forastero,Consumible,Comida y bebida
224311,Encantamiento alegre - Orco Mag'har,Consumible,Otros
90047,Saco de comida para mascotas caducada,Miscelánea,Chatarra
52139,Grosularia cortante perfecta,Gema,Varias estadísticas
223711,Encantar brazal: Cántico de evasión armada,Mejora de objetos,Muñecas
76579,Alejandrita zen perfecta,Gema,Varias estadísticas
158927,Caldo de tortuga espumoso,Consumible,Comida y bebida
25723,Antena doblada,Miscelánea,Chatarra
3927,Queso cheddar curado bueno,Consumible,Comida y bebida
76515,Alejandrita turbia,Gema,Varias estadísticas
92439,Contrato mercenario: Mago,Consumible,Otros
163207,Rugido de Gral,Consumible,Comida y bebida
221867,Circuito de caos,Habilidad comercial,Piezas
193019,"""Piñata"" djaradin",Consumible,Otros
140202,"Cuernoviejo ""alimentado con pasto"" ahumado",Consumible,Comida y bebida
204838,,,
193554,Adornos de colmillos,Habilidad comercial,Componentes opcionales
225810,Visor ahumado,Miscelánea,Chatarra
54830,Guijarro pequeño,Miscelánea,Chatarra
56034,Roca tintada,Miscelánea,Chatarra
163094,Birra de nievebayas,Consumible,Comida y bebida
13506,Poción de petrificación,Consumible,Pociones
18294,Elixir de respiración acuática superior,Consumible,Elixires
38350,"""Carga profunda"" de los Aleta Invernal",Consumible,Comida y bebida
177842,Naipe en blanco de Reposo,Habilidad comercial,Otros
39990,Jade oscuro radiante,Gema,Varias estadísticas
31898,Seis de Tormentas,Habilidad comercial,Inscripción
163522,Tempestad oscura,Consumible,Comida y bebida
213494,Ónice rápido,Gema,Varias estadísticas
192746,Recuerdo de antaño,Miscelánea,Chatarra
76698,Resplandor solar sutil,Gema,Otros
34766,Pez escorpión del norte pochado,Consumible,Comida y bebida
128734,Tres de Dominio,Habilidad comercial,Inscripción
222606,Contrato: Los Hilos Cortados,Consumible,Otros
81918,Morro de cerdo en conserva,Consumible,Comida y bebida
128550,Encantar capa: vínculo de intelecto,Mejora de objetos,Capa
178122,Residuo crematorio,Miscelánea,Chatarra
178222,Pastel de miel y ciruelas,Consumible,Comida y bebida
76134,Piedrasol,Habilidad comercial,Joyería
192970,Nozdiorita dentada,Gema,Otros
200578,Misiva dracónica de percepción,Habilidad comercial,Componentes opcionales
62010,Siete de Vientos,Habilidad comercial,Inscripción
38822,Encantar arma 2M: impacto,Mejora de objetos,Arma de dos manos
62782,Costillar de dragón,Habilidad comercial,Cocina
222618,Pigmento nacarado,Habilidad comercial,Inscripción
39562,Colmillo rizo,Miscelánea,Chatarra
213398,Puñado de guijarros,Habilidad comercial,Joyería
138978,Gouda alto en fibra,Consumible,Comida y bebida
52326,Agua volátil,Habilidad comercial,Elemental
112298,Cinco de Lunas,Habilidad comercial,Inscripción
29426,Sello Ala de Fuego,Misión,Misión
179166,Rollitos de cosecha nocturna,Consumible,Comida y bebida
213502,Ámbar mortal,Gema,Varias estadísticas
104314,P.E.D.O. de dragón,Consumible,Comida y bebida
153662,Contrato: Orden de Ascuas,Consumible,Otros
140266,Kafa fuerte,Consumible,Comida y bebida
222506,Piedra de amolar de colmilloférreo,Consumible,Otros
153666,Contrato: Voldunai,Consumible,Otros
82442,Hilo de hechizo perlescente,Mejora de objetos,Piernas
158834,Bobina de manija,Miscelánea,Chatarra
213738,Blasfemita perspicaz,Gema,Otros
210554,Pluma llameante,Miscelánea,Chatarra
119098,Recibo parcial: alfombra de piel de druida,Miscelánea,Otros
234282,Flamenco decorativo,Miscelánea,Otros
39946,Citrino enorme temerario,Gema,Varias estadísticas
60858,Barbacoa goblin,Consumible,Comida y bebida
199950,Encantar capa: pliego de evasión,Mejora de objetos,Capa
188682,Esfera misteriosamente esculpida,Miscelánea,Chatarra
179026,Gachas de noche eterna,Consumible,Comida y bebida
38374,Armadura para pierna de escama de hielo,Mejora de objetos,Piernas
203862,Aceite de maná luminoso,Consumible,Otros
81402,Cecina de pescado tostada,Consumible,Comida y bebida
192626,Montón de polvo,Miscelánea,Chatarra
1686,Bigote de cerdas,Miscelánea,Chatarra
196582,Tostada con mucho sirope,Consumible,Comida y bebida
234723,Sigilo hueco,Miscelánea,Chatarra
34763,Salmón ahumado,Consumible,Comida y bebida
225791,Tarro de disolvente alquímico,Miscelánea,Chatarra
205459,Pegote luminoso,Miscelánea,Chatarra
38999,Encantar pechera: esquivar,Mejora de objetos,Torso
166583,Glifo de las mareas,Glifo,Mago
237331,Perrito caliente desechable,Consumible,Otros
128715,Seis de Inmortalidad,Habilidad comercial,Inscripción
192723,Lengua elástica,Miscelánea,Chatarra
115803,Taladita de golpe crítico,Gema,Golpe crítico
38995,Encantar arma: agilidad excepcional,Mejora de objetos,Arma
158851,Borrasca embotellada,Miscelánea,Chatarra
23771,Bengala de humo verde,Consumible,Otros
226027,Sigilo de la Luna Negra: Resplandor,Habilidad comercial,Componentes opcionales
192727,Cuernos intemporales,Miscelánea,Chatarra
222679,Ocho de Vivacidad,Habilidad comercial,Inscripción
128559,Encantar guantes: minería (Legion),Mejora de objetos,Manos
5095,Atún blanco arco iris,Consumible,Comida y bebida
159899,Pretzel con pasas y canela,Consumible,Comida y bebida
3703,Cerveza de Costasur,Consumible,Comida y bebida
11403,Colmillo de murciélago grande,Miscelánea,Chatarra
71851,Coral de lava fiero,Gema,Varias estadísticas
184283,Ocaso n.º 1,Consumible,Comida y bebida
210819,Cerezas cubiertas de chocolate,Consumible,Comida y bebida
79287,Cinco de Tigres,Habilidad comercial,Inscripción
222635,Misiva algariana de velocidad de fabricación,Habilidad comercial,Componentes opcionales
138987,Sucedáneo de mantequilla Pezuña de Manteca,Consumible,Comida y bebida
221939,Módulo de caos oculto,Habilidad comercial,Componentes opcionales
112179,Parche de cuero de uñagrieta grueso,Habilidad comercial,Cuero
71823,Peridoto élfico penetrante,Gema,Golpe crítico
24519,Garfa de despellejador de roca retorcida,Miscelánea,Chatarra
153567,"Roca ""suave""",Miscelánea,Chatarra
158855,Fetiche de calavera siniestra,Miscelánea,Chatarra
137267,Glifo de Bengala antigravitatoria goblin,Glifo,Cazador
155635,Ala fibrosa,Miscelánea,Chatarra
62391,Pelo de gato,Miscelánea,Chatarra
140203,Agua de manantial de Monte Alto 'natural',Consumible,Comida y bebida
184347,Champortal fino,Consumible,Otros
54447,Hilo de hechizo encantado,Mejora de objetos,Piernas
171195,Fragmento de alma azucarado,Consumible,Comida y bebida
33575,Garra carámbano,Miscelánea,Chatarra
52291,Diamante de espíritu de las Sombras caótico,Gema,Otros
136375,Corcho de pato chillón,Consumible,Otros
39939,Cristal de sombras del defensor,Gema,Varias estadísticas
234203,Disco metálico con trozos de arcilla,Miscelánea,Chatarra
222503,Piedra de afilar de colmilloférreo,Consumible,Otros
128551,Encantar collar: Marca de la Zarpa,Mejora de objetos,Cuello
17403,Licor burbujeante de Bonvapor,Consumible,Comida y bebida
224315,Encantamiento alegre - Orco,Consumible,Otros
